N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year
9815,HOC,Head of the Consolidated Canal,az canal,,3/6/2017,3/6/2017,,,0.39,,,,,,2017,,2016-20
9865,HOC,Head of the Consolidated Canal,az canal,,4/3/2017,4/3/2017,,,0.539,,,,,,2017,,2016-20
9915,HOC,Head of the Consolidated Canal,az canal,,5/1/2017,5/1/2017,,,0.779,,,,,,2017,,2016-20
9965,HOC,Head of the Consolidated Canal,az canal,,6/5/2017,6/5/2017,,,0.259,,,,,,2017,,2016-20
10015,HOC,Head of the Consolidated Canal,az canal,,7/3/2017,7/3/2017,,,0.2,,,,,,2017,,2016-20
10065,HOC,Head of the Consolidated Canal,az canal,,8/7/2017,8/7/2017,,,0.369,,,,,,2017,,2016-20
10115,HOC,Head of the Consolidated Canal,az canal,,9/4/2017,9/4/2017,,,0.326,,,,,,2017,,2016-20
10165,HOC,Head of the Consolidated Canal,az canal,,10/2/2017,10/2/2017,,,0.395,,,,,,2017,,2016-20
10215,HOC,Head of the Consolidated Canal,az canal,,11/6/2017,11/6/2017,,,0.56,,,,,,2017,,2016-20
10265,HOC,Head of the Consolidated Canal,az canal,,12/4/2017,12/4/2017,,,4.3,,,,,,2017,,2016-20
10315,HOC,Head of the Consolidated Canal,az canal,,1/8/2018,1/8/2018,,,0.292,,,,,,2018,,2016-20
10365,HOC,Head of the Consolidated Canal,az canal,,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10415,HOC,Head of the Consolidated Canal,az canal,,3/5/2018,3/5/2018,,,18.56,,,,,,2018,,2016-20
10465,HOC,Head of the Consolidated Canal,az canal,,4/2/2018,4/2/2018,,,16.35,,,,,,2018,,2016-20
10515,HOC,Head of the Consolidated Canal,az canal,,5/7/2018,5/7/2018,,,1.458,,,,,,2018,,2016-20
10565,HOC,Head of the Consolidated Canal,az canal,,6/4/2018,6/4/2018,,,0.694,,,,,,2018,,2016-20
10615,HOC,Head of the Consolidated Canal,az canal,,7/10/2018,7/10/2018,,,0.52,,,,,,2018,,2016-20
10665,HOC,Head of the Consolidated Canal,az canal,,8/21/2018,8/21/2018,,,0.31,,,,,,2018,,2016-20
10715,HOC,Head of the Consolidated Canal,az canal,,9/25/2018,9/25/2018,,,0.493,,,,,,2018,,2016-20
10765,HOC,Head of the Consolidated Canal,az canal,,10/22/2018,10/22/2018,,,0.844,,,,,,2018,,2016-20
10815,HOC,Head of the Consolidated Canal,az canal,,11/26/2018,11/26/2018,,,,,,,,,2018,,2016-20
10865,HOC,Head of the Consolidated Canal,az canal,,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10915,HOC,Head of the Consolidated Canal,az canal,,1/22/2019,1/22/2019,,,0.298,,,,,,2019,,2016-20
10965,HOC,Head of the Consolidated Canal,az canal,,2/25/2019,2/25/2019,,,2.64,,,,,,2019,,2016-20
11015,HOC,Head of the Consolidated Canal,az canal,,3/25/2019,3/25/2019,,,0.298,,,,,,2019,,2016-20
11065,HOC,Head of the Consolidated Canal,az canal,,4/22/2019,4/22/2019,,,1.867,,,,,,2019,,2016-20
11115,HOC,Head of the Consolidated Canal,az canal,,5/7/2019,5/7/2019,,,0.521,,,,,,2019,,2016-20
11165,HOC,Head of the Consolidated Canal,az canal,,6/13/2019,6/13/2019,,,,,,,,,2019,,2016-20
11215,HOC,Head of the Consolidated Canal,az canal,,7/22/2019,7/22/2019,,,0.811,,,,,,2019,,2016-20
11265,HOC,Head of the Consolidated Canal,az canal,,8/19/2019,8/19/2019,,,0.375,,,,,,2019,,2016-20
11315,HOC,Head of the Consolidated Canal,az canal,,9/24/2019,9/24/2019,,,0.556,,,,,,2019,,2016-20
11365,HOC,Head of the Consolidated Canal,az canal,,10/21/2019,10/21/2019,,,0.592,,,,,,,,2016-20
11415,HOC,Head of the Consolidated Canal,az canal,,11/25/2019,11/25/2019,,,,,,,,,,,2016-20
11465,HOC,Head of the Consolidated Canal,az canal,,12/18/2019,12/18/2019,,,0.448,,,,,,,,2016-20
11515,HOC,Head of the Consolidated Canal,az canal,,1/1/2020,1/1/2020,,,0.448,,,,,,2020,,2016-20
11565,HOC,Head of the Consolidated Canal,az canal,,2/1/2020,2/1/2020,,,0.624,,,,,,2020,,2016-20
11615,HOC,Head of the Consolidated Canal,az canal,,5/1/2020,5/1/2020,,,1.106,,,,,,2020,,2016-20
11665,HOC,Head of the Consolidated Canal,az canal,,6/1/2020,6/1/2020,,,0.433,,,,,,2020,,2016-20
11715,HOC,Head of the Consolidated Canal,az canal,,7/1/2020,7/1/2020,,,0.748,,,,,,2020,,2016-20
11765,HOC,Head of the Consolidated Canal,az canal,,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11815,HOC,Head of the Consolidated Canal,az canal,,9/1/2020,9/1/2020,,,0.495,,,,,,2020,,2016-20
11865,HOC,Head of the Consolidated Canal,az canal,,10/1/2020,10/1/2020,,,0.266,,,,,,2020,,2016-20
11915,HOC,Head of the Consolidated Canal,az canal,,11/1/2020,11/1/2020,,,1.748,,,,,,2020,,2016-20
11965,HOC,Head of the Consolidated Canal,az canal,,1/1/2021,1/1/2021,,,0.534,,,,,,2021,,
12015,HOC,Head of the Consolidated Canal,az canal,,2/1/2021,2/1/2021,,,0.982,,,,,,2021,,
12065,HOC,Head of the Consolidated Canal,az canal,,,,,,,,,,,,,,
9356,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9406,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9456,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9506,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9556,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9606,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9656,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9706,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9756,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9806,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/6/2017,3/6/2017,,,,,,,,,2017,,2016-20
9856,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/3/2017,4/3/2017,,,0.409,,,,,,2017,,2016-20
9906,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/1/2017,5/1/2017,,,0.361,,,,,,2017,,2016-20
9956,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/5/2017,6/5/2017,,,0.408,,,,,,2017,,2016-20
10006,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/3/2017,7/3/2017,,,0.311,,,,,,2017,,2016-20
10056,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/7/2017,8/7/2017,,,0.339,,,,,,2017,,2016-20
10106,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/4/2017,9/4/2017,,,0.303,,,,,,2017,,2016-20
10156,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/2/2017,10/2/2017,,,0.364,,,,,,2017,,2016-20
10206,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/6/2017,11/6/2017,,,0.5,,,,,,2017,,2016-20
10256,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/4/2017,12/4/2017,,,0.276,,,,,,2017,,2016-20
10306,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10356,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10406,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/5/2018,3/5/2018,,,1.232,,,,,,2018,,2016-20
10456,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/2/2018,4/2/2018,,,0.801,,,,,,2018,,2016-20
10506,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/7/2018,5/7/2018,,,0.23,,,,,,2018,,2016-20
10556,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/4/2018,6/4/2018,,,0.432,,,,,,2018,,2016-20
10606,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/10/2018,7/10/2018,,,0.297,,,,,,2018,,2016-20
10656,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/21/2018,8/21/2018,,,0.242,,,,,,2018,,2016-20
10706,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/25/2018,9/25/2018,,,0.324,,,,,,2018,,2016-20
10756,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/22/2018,10/22/2018,,,0.422,,,,,,2018,,2016-20
10806,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/26/2018,11/26/2018,,,0.13,,,,,,2018,,2016-20
10856,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10906,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/22/2019,1/22/2019,,,,,,,,,2019,,2016-20
10956,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/25/2019,2/25/2019,,,0.346,,,,,,2019,,2016-20
11006,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/25/2019,3/25/2019,,,,,,,,,2019,,2016-20
11056,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/22/2019,4/22/2019,,,1.807,,,,,,2019,,2016-20
11106,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/7/2019,5/7/2019,,,0.424,,,,,,2019,,2016-20
11156,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/13/2019,6/13/2019,,,0.362,,,,,,2019,,2016-20
11206,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/22/2019,7/22/2019,,,,,,,,,2019,,2016-20
11256,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/19/2019,8/19/2019,,,0.358,,,,,,2019,,2016-20
11306,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/24/2019,9/24/2019,,,0.443,,,,,,2019,,2016-20
11356,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/21/2019,10/21/2019,,,0.41,,,,,,,,2016-20
11406,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/25/2019,11/25/2019,,,0.379,,,,,,,,2016-20
11456,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/18/2019,12/18/2019,,,0.343,,,,,,,,2016-20
11506,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/1/2020,1/1/2020,,,0.343,,,,,,2020,,2016-20
11556,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/1/2020,2/1/2020,,,0.431,,,,,,2020,,2016-20
11606,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/1/2020,5/1/2020,,,1.581,,,,,,2020,,2016-20
11656,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/1/2020,6/1/2020,,,0.684,,,,,,2020,,2016-20
11706,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/1/2020,7/1/2020,,,0.323,,,,,,2020,,2016-20
11756,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11806,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/1/2020,9/1/2020,,,0.487,,,,,,2020,,2016-20
11856,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/1/2020,10/1/2020,,,0.251,,,,,,2020,,2016-20
11906,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/1/2020,11/1/2020,,,1.754,,,,,,2020,,2016-20
11956,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/1/2021,1/1/2021,,,,,,,,,2021,,
12006,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/1/2021,2/1/2021,,,0.496,,,,,,2021,,
12056,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,,,,,,,,,,,,,
523,lab_blank,laboratory blank,,lab,2/22/2001,,,0.001,,2.5,,,,,,2001,2001-05
551,lab_blank,laboratory blank,,lab,3/22/2001,,,0.004,,1.7,,,,,,2001,2001-05
581,lab_blank,laboratory blank,,lab,4/19/2001,,,,,1.6,,,,,,2001,2001-05
9366,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9416,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9466,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9516,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9566,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9616,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9666,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9716,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9766,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9816,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,3/6/2017,3/6/2017,,,0.411,,,,,,2017,,2016-20
9866,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,4/3/2017,4/3/2017,,,0.413,,,,,,2017,,2016-20
9916,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,5/1/2017,5/1/2017,,,0.375,,,,,,2017,,2016-20
9966,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/5/2017,6/5/2017,,,0.246,,,,,,2017,,2016-20
10016,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/3/2017,7/3/2017,,,0.298,,,,,,2017,,2016-20
10066,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/7/2017,8/7/2017,,,0.498,,,,,,2017,,2016-20
10116,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,9/4/2017,9/4/2017,,,0.256,,,,,,2017,,2016-20
10166,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/2/2017,10/2/2017,,,0.355,,,,,,2017,,2016-20
10216,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/6/2017,11/6/2017,,,0.509,,,,,,2017,,2016-20
10266,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,12/4/2017,12/4/2017,,,4.324,,,,,,2017,,2016-20
10316,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/8/2018,1/8/2018,,,0.869,,,,,,2018,,2016-20
10366,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10416,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,3/5/2018,3/5/2018,,,29.92,,,,,,2018,,2016-20
10466,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,4/2/2018,4/2/2018,,,14.9,,,,,,2018,,2016-20
10516,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,5/7/2018,5/7/2018,,,2.649,,,,,,2018,,2016-20
10566,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/4/2018,6/4/2018,,,0.958,,,,,,2018,,2016-20
10616,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/10/2018,7/10/2018,,,0.509,,,,,,2018,,2016-20
10666,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/21/2018,8/21/2018,,,0.378,,,,,,2018,,2016-20
10716,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,9/25/2018,9/25/2018,,,0.465,,,,,,2018,,2016-20
10766,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/22/2018,10/22/2018,,,0.793,,,,,,2018,,2016-20
10816,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/26/2018,11/26/2018,,,,,,,,,2018,,2016-20
10866,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10916,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/22/2019,1/22/2019,,,0.239,,,,,,2019,,2016-20
10966,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/25/2019,2/25/2019,,,1.498,,,,,,2019,,2016-20
11016,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,3/25/2019,3/25/2019,,,0.239,,,,,,2019,,2016-20
11066,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,4/22/2019,4/22/2019,,,1.887,,,,,,2019,,2016-20
11116,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,5/7/2019,5/7/2019,,,0.442,,,,,,2019,,2016-20
11166,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/13/2019,6/13/2019,,,0.537,,,,,,2019,,2016-20
11216,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/22/2019,7/22/2019,,,0.394,,,,,,2019,,2016-20
11266,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/19/2019,8/19/2019,,,0.326,,,,,,2019,,2016-20
11316,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,9/24/2019,9/24/2019,,,0.351,,,,,,2019,,2016-20
11366,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/21/2019,10/21/2019,,,1.293,,,,,,,,2016-20
11416,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/25/2019,11/25/2019,,,,,,,,,,,2016-20
11466,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,12/18/2019,12/18/2019,,,0.335,,,,,,,,2016-20
11516,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/1/2020,1/1/2020,,,0.335,,,,,,2020,,2016-20
11566,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/1/2020,2/1/2020,,,0.323,,,,,,2020,,2016-20
11616,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,5/1/2020,5/1/2020,,,0.553,,,,,,2020,,2016-20
11666,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/1/2020,6/1/2020,,,0.424,,,,,,2020,,2016-20
11716,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/1/2020,7/1/2020,,,0.555,,,,,,2020,,2016-20
11766,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11816,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,9/1/2020,9/1/2020,,,0.944,,,,,,2020,,2016-20
11866,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/1/2020,10/1/2020,,,1.726,,,,,,2020,,2016-20
11916,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/1/2020,11/1/2020,,,2.307,,,,,,2020,,2016-20
11966,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/1/2021,1/1/2021,,,0.476,,,,,,2021,,
12016,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/1/2021,2/1/2021,,,0.802,,,,,,2021,,
12066,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,,,,,,,,,,,,,
9350,MTO,Mesa Turnout,,Mesa Turnout,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9400,MTO,Mesa Turnout,,Mesa Turnout,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9450,MTO,Mesa Turnout,,Mesa Turnout,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9500,MTO,Mesa Turnout,,Mesa Turnout,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9550,MTO,Mesa Turnout,,Mesa Turnout,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9600,MTO,Mesa Turnout,,Mesa Turnout,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9650,MTO,Mesa Turnout,,Mesa Turnout,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9700,MTO,Mesa Turnout,,Mesa Turnout,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9750,MTO,Mesa Turnout,,Mesa Turnout,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9800,MTO,Mesa Turnout,,Mesa Turnout,3/6/2017,3/6/2017,,,0.413,,,,,,2017,,2016-20
9850,MTO,Mesa Turnout,,Mesa Turnout,4/3/2017,4/3/2017,,,0.49,,,,,,2017,,2016-20
9900,MTO,Mesa Turnout,,Mesa Turnout,5/1/2017,5/1/2017,,,0.512,,,,,,2017,,2016-20
9950,MTO,Mesa Turnout,,Mesa Turnout,6/5/2017,6/5/2017,,,0.535,,,,,,2017,,2016-20
10000,MTO,Mesa Turnout,,Mesa Turnout,7/3/2017,7/3/2017,,,0.388,,,,,,2017,,2016-20
10050,MTO,Mesa Turnout,,Mesa Turnout,8/7/2017,8/7/2017,,,0.294,,,,,,2017,,2016-20
10100,MTO,Mesa Turnout,,Mesa Turnout,9/4/2017,9/4/2017,,,0.35,,,,,,2017,,2016-20
10150,MTO,Mesa Turnout,,Mesa Turnout,10/2/2017,10/2/2017,,,0.417,,,,,,2017,,2016-20
10200,MTO,Mesa Turnout,,Mesa Turnout,11/6/2017,11/6/2017,,,0.31,,,,,,2017,,2016-20
10250,MTO,Mesa Turnout,,Mesa Turnout,12/4/2017,12/4/2017,,,0.415,,,,,,2017,,2016-20
10300,MTO,Mesa Turnout,,Mesa Turnout,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10350,MTO,Mesa Turnout,,Mesa Turnout,2/5/2018,2/5/2018,,,2.471,,,,,,2018,,2016-20
10400,MTO,Mesa Turnout,,Mesa Turnout,3/5/2018,3/5/2018,,,5.602,,,,,,2018,,2016-20
10450,MTO,Mesa Turnout,,Mesa Turnout,4/2/2018,4/2/2018,,,0.476,,,,,,2018,,2016-20
10500,MTO,Mesa Turnout,,Mesa Turnout,5/7/2018,5/7/2018,,,,,,,,,2018,,2016-20
10550,MTO,Mesa Turnout,,Mesa Turnout,6/4/2018,6/4/2018,,,0.491,,,,,,2018,,2016-20
10600,MTO,Mesa Turnout,,Mesa Turnout,7/10/2018,7/10/2018,,,0.38,,,,,,2018,,2016-20
10650,MTO,Mesa Turnout,,Mesa Turnout,8/21/2018,8/21/2018,,,0.321,,,,,,2018,,2016-20
10700,MTO,Mesa Turnout,,Mesa Turnout,9/25/2018,9/25/2018,,,0.297,,,,,,2018,,2016-20
10750,MTO,Mesa Turnout,,Mesa Turnout,10/22/2018,10/22/2018,,,0.355,,,,,,2018,,2016-20
10800,MTO,Mesa Turnout,,Mesa Turnout,11/26/2018,11/26/2018,,,0.18,,,,,,2018,,2016-20
10850,MTO,Mesa Turnout,,Mesa Turnout,12/6/2018,12/6/2018,,,0.303,,,,,,2018,,2016-20
10900,MTO,Mesa Turnout,,Mesa Turnout,1/22/2019,1/22/2019,,,0.41,,,,,,2019,,2016-20
10950,MTO,Mesa Turnout,,Mesa Turnout,2/25/2019,2/25/2019,,,0.171,,,,,,2019,,2016-20
11000,MTO,Mesa Turnout,,Mesa Turnout,3/25/2019,3/25/2019,,,0.303,,,,,,2019,,2016-20
11050,MTO,Mesa Turnout,,Mesa Turnout,4/22/2019,4/22/2019,,,1.835,,,,,,2019,,2016-20
11100,MTO,Mesa Turnout,,Mesa Turnout,5/7/2019,5/7/2019,,,1.053,,,,,,2019,,2016-20
11150,MTO,Mesa Turnout,,Mesa Turnout,6/13/2019,6/13/2019,,,0.371,,,,,,2019,,2016-20
11200,MTO,Mesa Turnout,,Mesa Turnout,7/22/2019,7/22/2019,,,0.398,,,,,,2019,,2016-20
11250,MTO,Mesa Turnout,,Mesa Turnout,8/19/2019,8/19/2019,,,0.397,,,,,,2019,,2016-20
11300,MTO,Mesa Turnout,,Mesa Turnout,9/24/2019,9/24/2019,,,0.371,,,,,,2019,,2016-20
11350,MTO,Mesa Turnout,,Mesa Turnout,10/21/2019,10/21/2019,,,0.331,,,,,,,,2016-20
11400,MTO,Mesa Turnout,,Mesa Turnout,11/25/2019,11/25/2019,,,0.51,,,,,,,,2016-20
11450,MTO,Mesa Turnout,,Mesa Turnout,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11500,MTO,Mesa Turnout,,Mesa Turnout,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11550,MTO,Mesa Turnout,,Mesa Turnout,2/1/2020,2/1/2020,,,,,,,,,2020,,2016-20
11600,MTO,Mesa Turnout,,Mesa Turnout,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11650,MTO,Mesa Turnout,,Mesa Turnout,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11700,MTO,Mesa Turnout,,Mesa Turnout,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11750,MTO,Mesa Turnout,,Mesa Turnout,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11800,MTO,Mesa Turnout,,Mesa Turnout,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11850,MTO,Mesa Turnout,,Mesa Turnout,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11900,MTO,Mesa Turnout,,Mesa Turnout,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11950,MTO,Mesa Turnout,,Mesa Turnout,1/1/2021,1/1/2021,,,,,,,,,2021,,
12000,MTO,Mesa Turnout,,Mesa Turnout,2/1/2021,2/1/2021,,,,,,,,,2021,,
12050,MTO,Mesa Turnout,,Mesa Turnout,,,,,,,,,,,,,
9357,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9407,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9457,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9507,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9557,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9607,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9657,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9707,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
