N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year
10558,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/4/2018,6/4/2018,,,0.405,,,,,,2018,,2016-20
10608,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/10/2018,7/10/2018,,,0.271,,,,,,2018,,2016-20
10658,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/21/2018,8/21/2018,,,0.316,,,,,,2018,,2016-20
10708,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/25/2018,9/25/2018,,,0.372,,,,,,2018,,2016-20
10758,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/22/2018,10/22/2018,,,0.488,,,,,,2018,,2016-20
10808,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/26/2018,11/26/2018,,,0.154,,,,,,2018,,2016-20
10858,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10908,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/22/2019,1/22/2019,,,0.474,,,,,,2019,,2016-20
10958,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/25/2019,2/25/2019,,,0.541,,,,,,2019,,2016-20
11008,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/25/2019,3/25/2019,,,0.474,,,,,,2019,,2016-20
11058,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/22/2019,4/22/2019,,,1.844,,,,,,2019,,2016-20
11108,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/7/2019,5/7/2019,,,0.536,,,,,,2019,,2016-20
11158,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/13/2019,6/13/2019,,,0.375,,,,,,2019,,2016-20
11208,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/22/2019,7/22/2019,,,0.503,,,,,,2019,,2016-20
11258,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/19/2019,8/19/2019,,,0.422,,,,,,2019,,2016-20
11308,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/24/2019,9/24/2019,,,0.415,,,,,,2019,,2016-20
11358,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/21/2019,10/21/2019,,,0.414,,,,,,,,2016-20
11408,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/25/2019,11/25/2019,,,0.454,,,,,,,,2016-20
11458,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/18/2019,12/18/2019,,,0.333,,,,,,,,2016-20
11508,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/1/2020,1/1/2020,,,0.333,,,,,,2020,,2016-20
11558,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/1/2020,2/1/2020,,,0.919,,,,,,2020,,2016-20
11608,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/1/2020,5/1/2020,,,0.759,,,,,,2020,,2016-20
11658,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/1/2020,6/1/2020,,,0.5,,,,,,2020,,2016-20
11708,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/1/2020,7/1/2020,,,0.323,,,,,,2020,,2016-20
11758,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11808,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/1/2020,9/1/2020,,,0.531,,,,,,2020,,2016-20
11858,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/1/2020,10/1/2020,,,0.263,,,,,,2020,,2016-20
11908,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/1/2020,11/1/2020,,,1.752,,,,,,2020,,2016-20
11958,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/1/2021,1/1/2021,,,,,,,,,2021,,
12008,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/1/2021,2/1/2021,,,0.605,,,,,,2021,,
12058,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,,,,,,,,,,,,,
9322,R25,verde river at beeline highway,verde,verde @ beeline,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9353,R25,verde river at beeline highway,verde,verde @ beeline,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9372,R25,verde river at beeline highway,verde,verde @ beeline,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9403,R25,verde river at beeline highway,verde,verde @ beeline,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9422,R25,verde river at beeline highway,verde,verde @ beeline,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9453,R25,verde river at beeline highway,verde,verde @ beeline,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9472,R25,verde river at beeline highway,verde,verde @ beeline,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9503,R25,verde river at beeline highway,verde,verde @ beeline,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9522,R25,verde river at beeline highway,verde,verde @ beeline,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9553,R25,verde river at beeline highway,verde,verde @ beeline,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9572,R25,verde river at beeline highway,verde,verde @ beeline,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9603,R25,verde river at beeline highway,verde,verde @ beeline,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9622,R25,verde river at beeline highway,verde,verde @ beeline,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9653,R25,verde river at beeline highway,verde,verde @ beeline,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9672,R25,verde river at beeline highway,verde,verde @ beeline,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9703,R25,verde river at beeline highway,verde,verde @ beeline,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9722,R25,verde river at beeline highway,verde,verde @ beeline,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9753,R25,verde river at beeline highway,verde,verde @ beeline,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9772,R25,verde river at beeline highway,verde,verde @ beeline,3/6/2017,3/6/2017,,,0.443,,,,,,2017,,2016-20
9803,R25,verde river at beeline highway,verde,verde @ beeline,3/6/2017,3/6/2017,,,0.443,,,,,,2017,,2016-20
9822,R25,verde river at beeline highway,verde,verde @ beeline,4/3/2017,4/3/2017,,,0.41,,,,,,2017,,2016-20
9853,R25,verde river at beeline highway,verde,verde @ beeline,4/3/2017,4/3/2017,,,0.41,,,,,,2017,,2016-20
9872,R25,verde river at beeline highway,verde,verde @ beeline,5/1/2017,5/1/2017,,,0.367,,,,,,2017,,2016-20
9903,R25,verde river at beeline highway,verde,verde @ beeline,5/1/2017,5/1/2017,,,0.367,,,,,,2017,,2016-20
9922,R25,verde river at beeline highway,verde,verde @ beeline,6/5/2017,6/5/2017,,,0.253,,,,,,2017,,2016-20
9953,R25,verde river at beeline highway,verde,verde @ beeline,6/5/2017,6/5/2017,,,0.253,,,,,,2017,,2016-20
9972,R25,verde river at beeline highway,verde,verde @ beeline,7/3/2017,7/3/2017,,,0.2,,,,,,2017,,2016-20
10003,R25,verde river at beeline highway,verde,verde @ beeline,7/3/2017,7/3/2017,,,0.2,,,,,,2017,,2016-20
10022,R25,verde river at beeline highway,verde,verde @ beeline,8/7/2017,8/7/2017,,,0.356,,,,,,2017,,2016-20
10053,R25,verde river at beeline highway,verde,verde @ beeline,8/7/2017,8/7/2017,,,0.356,,,,,,2017,,2016-20
10072,R25,verde river at beeline highway,verde,verde @ beeline,9/4/2017,9/4/2017,,,0.351,,,,,,2017,,2016-20
10103,R25,verde river at beeline highway,verde,verde @ beeline,9/4/2017,9/4/2017,,,0.351,,,,,,2017,,2016-20
10122,R25,verde river at beeline highway,verde,verde @ beeline,10/2/2017,10/2/2017,,,0.505,,,,,,2017,,2016-20
10153,R25,verde river at beeline highway,verde,verde @ beeline,10/2/2017,10/2/2017,,,0.505,,,,,,2017,,2016-20
10172,R25,verde river at beeline highway,verde,verde @ beeline,11/6/2017,11/6/2017,,,0.536,,,,,,2017,,2016-20
10203,R25,verde river at beeline highway,verde,verde @ beeline,11/6/2017,11/6/2017,,,0.536,,,,,,2017,,2016-20
10222,R25,verde river at beeline highway,verde,verde @ beeline,12/4/2017,12/4/2017,,,0.343,,,,,,2017,,2016-20
10253,R25,verde river at beeline highway,verde,verde @ beeline,12/4/2017,12/4/2017,,,0.343,,,,,,2017,,2016-20
10272,R25,verde river at beeline highway,verde,verde @ beeline,1/8/2018,1/8/2018,,,0.395,,,,,,2018,,2016-20
10303,R25,verde river at beeline highway,verde,verde @ beeline,1/8/2018,1/8/2018,,,0.395,,,,,,2018,,2016-20
10322,R25,verde river at beeline highway,verde,verde @ beeline,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10353,R25,verde river at beeline highway,verde,verde @ beeline,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10372,R25,verde river at beeline highway,verde,verde @ beeline,3/5/2018,3/5/2018,,,7.908,,,,,,2018,,2016-20
10403,R25,verde river at beeline highway,verde,verde @ beeline,3/5/2018,3/5/2018,,,7.908,,,,,,2018,,2016-20
10422,R25,verde river at beeline highway,verde,verde @ beeline,4/2/2018,4/2/2018,,,1.116,,,,,,2018,,2016-20
10453,R25,verde river at beeline highway,verde,verde @ beeline,4/2/2018,4/2/2018,,,1.116,,,,,,2018,,2016-20
10472,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2018,5/7/2018,,,0.345,,,,,,2018,,2016-20
10503,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2018,5/7/2018,,,0.345,,,,,,2018,,2016-20
10522,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2018,6/4/2018,,,0.396,,,,,,2018,,2016-20
10553,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2018,6/4/2018,,,0.396,,,,,,2018,,2016-20
10572,R25,verde river at beeline highway,verde,verde @ beeline,7/10/2018,7/10/2018,,,0.312,,,,,,2018,,2016-20
10603,R25,verde river at beeline highway,verde,verde @ beeline,7/10/2018,7/10/2018,,,0.312,,,,,,2018,,2016-20
10622,R25,verde river at beeline highway,verde,verde @ beeline,8/21/2018,8/21/2018,,,0.341,,,,,,2018,,2016-20
10653,R25,verde river at beeline highway,verde,verde @ beeline,8/21/2018,8/21/2018,,,0.341,,,,,,2018,,2016-20
10672,R25,verde river at beeline highway,verde,verde @ beeline,9/25/2018,9/25/2018,,,0.559,,,,,,2018,,2016-20
10703,R25,verde river at beeline highway,verde,verde @ beeline,9/25/2018,9/25/2018,,,0.559,,,,,,2018,,2016-20
10722,R25,verde river at beeline highway,verde,verde @ beeline,10/22/2018,10/22/2018,,,0.753,,,,,,2018,,2016-20
10753,R25,verde river at beeline highway,verde,verde @ beeline,10/22/2018,10/22/2018,,,0.753,,,,,,2018,,2016-20
10772,R25,verde river at beeline highway,verde,verde @ beeline,11/26/2018,11/26/2018,,,0.256,,,,,,2018,,2016-20
10803,R25,verde river at beeline highway,verde,verde @ beeline,11/26/2018,11/26/2018,,,0.256,,,,,,2018,,2016-20
10822,R25,verde river at beeline highway,verde,verde @ beeline,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10853,R25,verde river at beeline highway,verde,verde @ beeline,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10872,R25,verde river at beeline highway,verde,verde @ beeline,1/22/2019,1/22/2019,,,0.343,,,,,,2019,,2016-20
10903,R25,verde river at beeline highway,verde,verde @ beeline,1/22/2019,1/22/2019,,,0.343,,,,,,2019,,2016-20
10922,R25,verde river at beeline highway,verde,verde @ beeline,2/25/2019,2/25/2019,,,0.69,,,,,,2019,,2016-20
10953,R25,verde river at beeline highway,verde,verde @ beeline,2/25/2019,2/25/2019,,,0.69,,,,,,2019,,2016-20
10972,R25,verde river at beeline highway,verde,verde @ beeline,3/25/2019,3/25/2019,,,0.343,,,,,,2019,,2016-20
11003,R25,verde river at beeline highway,verde,verde @ beeline,3/25/2019,3/25/2019,,,0.343,,,,,,2019,,2016-20
11022,R25,verde river at beeline highway,verde,verde @ beeline,4/22/2019,4/22/2019,,,1.806,,,,,,2019,,2016-20
11053,R25,verde river at beeline highway,verde,verde @ beeline,4/22/2019,4/22/2019,,,1.806,,,,,,2019,,2016-20
11072,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2019,5/7/2019,,,,,,,,,2019,,2016-20
11103,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2019,5/7/2019,,,,,,,,,2019,,2016-20
11122,R25,verde river at beeline highway,verde,verde @ beeline,6/13/2019,6/13/2019,,,0.447,,,,,,2019,,2016-20
11153,R25,verde river at beeline highway,verde,verde @ beeline,6/13/2019,6/13/2019,,,0.444,,,,,,2019,,2016-20
11172,R25,verde river at beeline highway,verde,verde @ beeline,7/22/2019,7/22/2019,,,,,,,,,2019,,2016-20
11203,R25,verde river at beeline highway,verde,verde @ beeline,7/22/2019,7/22/2019,,,,,,,,,2019,,2016-20
11222,R25,verde river at beeline highway,verde,verde @ beeline,8/19/2019,8/19/2019,,,0.256,,,,,,2019,,2016-20
11253,R25,verde river at beeline highway,verde,verde @ beeline,8/19/2019,8/19/2019,,,,,,,,,2019,,2016-20
11272,R25,verde river at beeline highway,verde,verde @ beeline,9/24/2019,9/24/2019,,,,,,,,,2019,,2016-20
11303,R25,verde river at beeline highway,verde,verde @ beeline,9/24/2019,9/24/2019,,,,,,,,,2019,,2016-20
11322,R25,verde river at beeline highway,verde,verde @ beeline,10/21/2019,10/21/2019,,,,,,,,,,,2016-20
11353,R25,verde river at beeline highway,verde,verde @ beeline,10/21/2019,10/21/2019,,,,,,,,,,,2016-20
11372,R25,verde river at beeline highway,verde,verde @ beeline,11/25/2019,11/25/2019,,,,,,,,,,,2016-20
11403,R25,verde river at beeline highway,verde,verde @ beeline,11/25/2019,11/25/2019,,,0.386,,,,,,,,2016-20
11422,R25,verde river at beeline highway,verde,verde @ beeline,12/18/2019,12/18/2019,,,0.403,,,,,,,,2016-20
11453,R25,verde river at beeline highway,verde,verde @ beeline,12/18/2019,12/18/2019,,,0.403,,,,,,,,2016-20
11472,R25,verde river at beeline highway,verde,verde @ beeline,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11503,R25,verde river at beeline highway,verde,verde @ beeline,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11522,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2020,2/1/2020,,,,,,,,,2020,,2016-20
11553,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2020,2/1/2020,,,,,,,,,2020,,2016-20
11572,R25,verde river at beeline highway,verde,verde @ beeline,5/1/2020,5/1/2020,,,0.786,,,,,,2020,,2016-20
11603,R25,verde river at beeline highway,verde,verde @ beeline,5/1/2020,5/1/2020,,,0.786,,,,,,2020,,2016-20
11622,R25,verde river at beeline highway,verde,verde @ beeline,6/1/2020,6/1/2020,,,0.348,,,,,,2020,,2016-20
11653,R25,verde river at beeline highway,verde,verde @ beeline,6/1/2020,6/1/2020,,,0.348,,,,,,2020,,2016-20
11672,R25,verde river at beeline highway,verde,verde @ beeline,7/1/2020,7/1/2020,,,0.264,,,,,,2020,,2016-20
11703,R25,verde river at beeline highway,verde,verde @ beeline,7/1/2020,7/1/2020,,,0.264,,,,,,2020,,2016-20
11722,R25,verde river at beeline highway,verde,verde @ beeline,8/1/2020,8/1/2020,,,0.379,,,,,,2020,,2016-20
11753,R25,verde river at beeline highway,verde,verde @ beeline,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11772,R25,verde river at beeline highway,verde,verde @ beeline,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11803,R25,verde river at beeline highway,verde,verde @ beeline,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11822,R25,verde river at beeline highway,verde,verde @ beeline,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11853,R25,verde river at beeline highway,verde,verde @ beeline,10/1/2020,10/1/2020,,,0.287,,,,,,2020,,2016-20
11872,R25,verde river at beeline highway,verde,verde @ beeline,11/1/2020,11/1/2020,,,1.762,,,,,,2020,,2016-20
11903,R25,verde river at beeline highway,verde,verde @ beeline,11/1/2020,11/1/2020,,,1.762,,,,,,2020,,2016-20
11922,R25,verde river at beeline highway,verde,verde @ beeline,1/1/2021,1/1/2021,,,,,,,,,2021,,
11953,R25,verde river at beeline highway,verde,verde @ beeline,1/1/2021,1/1/2021,,,,,,,,,2021,,
11972,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2021,2/1/2021,,,0.526,,,,,,2021,,
12003,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2021,2/1/2021,,,0.526,,,,,,2021,,
525,R25,verde river at beeline highway,verde,verde @ beeline,,,,0.196,0.16,15.8,6.6,,,,,2001,2001-05
553,R25,verde river at beeline highway,verde,verde @ beeline,,,,0.132,0.126,5.4,3.8,0,,,,2001,2001-05
583,R25,verde river at beeline highway,verde,verde @ beeline,,,,0.082,0.08,10.2,7.4,0,0,,,2001,2001-05
12022,R25,verde river at beeline highway,verde,verde @ beeline,,,,,,,,,,,,,
12053,R25,verde river at beeline highway,verde,verde @ beeline,,,,,,,,,,,,,
554,R25 rain,verde river at beeline highway,verde,verde @ beeline,,,Rain sample,0.15,0.122,4.6,4.2,,,,,2001,2001-05
9319,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9369,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9419,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9469,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9519,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9569,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9619,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9669,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9719,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/6/2017,2/6/2017,,,0.43,,,,,,2017,,2016-20
9769,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/6/2017,3/6/2017,,,0.436,,,,,,2017,,2016-20
9819,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/3/2017,4/3/2017,,,0.429,,,,,,2017,,2016-20
9869,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/1/2017,5/1/2017,,,0.513,,,,,,2017,,2016-20
9919,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/5/2017,6/5/2017,,,0.391,,,,,,2017,,2016-20
9969,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/3/2017,7/3/2017,,,0.375,,,,,,2017,,2016-20
10019,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/7/2017,8/7/2017,,,0.298,,,,,,2017,,2016-20
10069,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/4/2017,9/4/2017,,,0.362,,,,,,2017,,2016-20
10119,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/2/2017,10/2/2017,,,0.453,,,,,,2017,,2016-20
10169,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/6/2017,11/6/2017,,,0.368,,,,,,2017,,2016-20
10219,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/4/2017,12/4/2017,,,0.38,,,,,,2017,,2016-20
10269,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10319,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/5/2018,2/5/2018,,,2.865,,,,,,2018,,2016-20
10369,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/5/2018,3/5/2018,,,3.219,,,,,,2018,,2016-20
10419,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/2/2018,4/2/2018,,,0.355,,,,,,2018,,2016-20
10469,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/7/2018,5/7/2018,,,0.419,,,,,,2018,,2016-20
10519,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/4/2018,6/4/2018,,,0.395,,,,,,2018,,2016-20
10569,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/10/2018,7/10/2018,,,0.415,,,,,,2018,,2016-20
10619,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/21/2018,8/21/2018,,,0.343,,,,,,2018,,2016-20
10669,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/25/2018,9/25/2018,,,0.325,,,,,,2018,,2016-20
10719,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/22/2018,10/22/2018,,,0.205,,,,,,2018,,2016-20
10769,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/26/2018,11/26/2018,,,,,,,,,2018,,2016-20
10819,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/6/2018,12/6/2018,,,0.345,,,,,,2018,,2016-20
10869,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/22/2019,1/22/2019,,,1.826,,,,,,2019,,2016-20
10919,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/25/2019,2/25/2019,,,0.43,,,,,,2019,,2016-20
10969,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/25/2019,3/25/2019,,,0.345,,,,,,2019,,2016-20
11019,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/22/2019,4/22/2019,,,1.852,,,,,,2019,,2016-20
11069,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/7/2019,5/7/2019,,,0.535,,,,,,2019,,2016-20
11119,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/13/2019,6/13/2019,,,0.449,,,,,,2019,,2016-20
11169,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/22/2019,7/22/2019,,,0.38,,,,,,2019,,2016-20
11219,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/19/2019,8/19/2019,,,0.293,,,,,,2019,,2016-20
11269,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/24/2019,9/24/2019,,,0.338,,,,,,2019,,2016-20
11319,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/21/2019,10/21/2019,,,0.266,,,,,,,,2016-20
11369,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/25/2019,11/25/2019,,,0.311,,,,,,,,2016-20
11419,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11469,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11519,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/1/2020,2/1/2020,,,,,,,,,2020,,2016-20
11569,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11619,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11669,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11719,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11769,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11819,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11869,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11919,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/1/2021,1/1/2021,,,,,,,,,2021,,
11969,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/1/2021,2/1/2021,,,,,,,,,2021,,
499,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/20/2001,,,0.334,0.306,2,2,,,,,2001,2001-05
527,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/20/2001,,,0.352,0.34,0,0,0.145,,,,2001,2001-05
12019,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,,,,,,,,,,,,,
9320,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9370,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9420,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9470,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9520,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9570,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9620,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9670,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9720,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/6/2017,2/6/2017,,,0.448,,,,,,2017,,2016-20
9770,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/6/2017,3/6/2017,,,0.388,,,,,,2017,,2016-20
9820,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/3/2017,4/3/2017,,,0.375,,,,,,2017,,2016-20
9870,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/1/2017,5/1/2017,,,0.413,,,,,,2017,,2016-20
9920,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/5/2017,6/5/2017,,,0.331,,,,,,2017,,2016-20
9970,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/3/2017,7/3/2017,,,0.33,,,,,,2017,,2016-20
10020,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/7/2017,8/7/2017,,,0.295,,,,,,2017,,2016-20
10070,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/4/2017,9/4/2017,,,0.329,,,,,,2017,,2016-20
10120,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/2/2017,10/2/2017,,,0.339,,,,,,2017,,2016-20
10170,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/6/2017,11/6/2017,,,0.332,,,,,,2017,,2016-20
10220,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/4/2017,12/4/2017,,,0.325,,,,,,2017,,2016-20
